,symbolling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-L/100km,price,horsepower-binned,diesel,gas,std,turbo
109,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21,95,4150,8.39285714285714,33,16900,Low,1,0,0,1
110,0,122,peugot,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,12.3684210526316,24,16695,Low,0,1,1,0
111,0,122,peugot,four,wagon,rwd,front,114.2,0.955790485343585,0.95,0.981605351170569,3485,l,four,152,idi,3.7,3.52,21,95,4150,9.4,25,17075,Low,1,0,0,1
112,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,12.3684210526316,24,16630,Low,0,1,1,0
113,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.95,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21,95,4150,8.39285714285714,33,17950,Low,1,0,0,1
114,0,161,peugot,four,sedan,rwd,front,108,0.897164824603556,0.948611111111111,0.936454849498328,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,13.0555555555556,24,18150,Medium,0,1,0,1
115,1,119,plymouth,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,6.35135135135135,41,5572,Low,0,1,1,0
116,1,119,plymouth,two,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.849498327759197,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,9.79166666666667,30,7957,Low,0,1,0,1
117,1,154,plymouth,four,hatchback,fwd,front,93.7,0.755886592984142,0.886111111111111,0.846153846153846,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.58064516129032,38,6229,Low,0,1,1,0
118,1,154,plymouth,four,sedan,fwd,front,93.7,0.803940413262854,0.886111111111111,0.849498327759197,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,7.58064516129032,38,6692,Low,0,1,1,0
119,1,154,plymouth,four,sedan,fwd,front,93.7,0.803940413262854,0.886111111111111,0.849498327759197,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,7.58064516129032,38,7609,Low,0,1,1,0
120,-1,74,plymouth,four,wagon,fwd,front,103.3,0.839019702066314,0.897222222222222,1,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,9.79166666666667,30,8921,Low,0,1,1,0
121,3,122,plymouth,two,hatchback,rwd,front,95.9,0.832292167227294,0.920833333333333,0.839464882943144,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,12.3684210526316,24,12764,Medium,0,1,0,1
122,3,186,porsche,two,hatchback,rwd,front,94.5,0.811629024507448,0.948611111111111,0.839464882943144,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,12.3684210526316,27,22018,Medium,0,1,1,0
123,3,122,porsche,two,hardtop,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.8235294117647,25,32528,High,0,1,1,0
124,3,122,porsche,two,hardtop,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.8235294117647,25,34028,High,0,1,1,0
125,3,122,porsche,two,convertible,rwd,rear,89.5,0.811629024507448,0.902777777777778,0.862876254180602,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,13.8235294117647,25,37028,High,0,1,1,0
126,0,122,renault,four,wagon,fwd,front,96.1,0.872176838058626,0.923611111111111,0.923076923076923,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.36945812808,10.2173913043478,31,9295,Low,0,1,1,0
127,2,122,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.925,0.844481605351171,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104,5125.36945812808,10.2173913043478,31,9895,Low,0,1,1,0
